test,level,run,segment,marker,mode,n_samples,rmse_3d_cm,mean_offset_norm_cm,dispersion_3d_cm,mean_offset_squared_cm2,temporal_mean_square_cm2,mse_cm2,identity_error_cm2,bias_x_cm,sd_x_cm,rmse_x_cm,p95_abs_x_cm,min_signed_x_cm,max_signed_x_cm,bias_y_cm,sd_y_cm,rmse_y_cm,p95_abs_y_cm,min_signed_y_cm,max_signed_y_cm,bias_z_cm,sd_z_cm,rmse_z_cm,p95_abs_z_cm,min_signed_z_cm,max_signed_z_cm,role
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,5,14,attitude_absolute,176,5.68490629514954,5.25645148790641,2.17132798315482,27.6302822447135,4.68787733991738,32.3181595846309,8.88178419700125e-16,1.6140265858398,1.33849379183796,2.09438967253267,3.89548747075299,-1.10578231233578,4.38422962022256,-4.85129147806116,1.33645051122609,5.03100195575267,7.00259038286127,-7.6552930124109,-1.72255977617736,1.22072577584279,1.06630183845193,1.61886095926495,2.83361153042747,-2.15938536702448,4.12950291001108,reference
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,5,14,attitude_run_centered,176,5.62884297101691,5.19595483687129,2.17087614767944,26.9979466668062,4.68592652556034,31.6838731923665,2.66453525910038e-15,1.61079948673963,1.33829112208671,2.09177480770927,3.89024032106605,-1.10680098249532,4.38026330806148,-4.79226493519513,1.33649733459874,4.97412096034023,6.93969441288138,-7.59219778207302,-1.66261248017512,1.19894473234787,1.06557730630767,1.60202122898023,2.81706606330451,-2.17233546183919,4.10760683548866,reference
QR_motioncap_brushless_Light_bot_NoWind_test1,bot,1,5,14,kalman,176,1.95497673766424,0.962013557063636,1.70675574803996,0.925470083974229,2.8964639608341,3.82193404480832,4.44089209850063e-16,-0.0992925959760962,1.07841544379503,1.07992177904891,2.26810082793236,-2.81883478164673,2.74169147014618,-0.0303871453438678,1.22551707876865,1.22240828329003,2.2865122321853,-2.34404133690728,2.97249402999878,0.956393060282438,0.498139743142566,1.07769243520036,1.65200501680373,-0.453491828266095,2.16730862855911,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,1,10,original_static,179,3.04760693321874,1.25567486244779,2.78469207342967,1.57671936018328,7.71118865921965,9.28790801940293,8.88178419700125e-16,-0.0350585392888053,1.15962536252257,1.1569129695009,2.01246792698591,-2.65603377681893,2.63068089170362,0.0778462685802276,2.31355203987183,2.3083935365029,4.37861671415917,-5.77313458395805,4.81132910494229,1.25276902000103,1.02822950804832,1.61888223198452,2.87081929359739,-1.98946728052326,3.08122290480909,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,1,10,attitude_absolute,179,2.84665575379303,1.13115651500693,2.61959359950572,1.27951506144262,6.82393391916032,8.10344898060294,1.77635683940025e-15,-0.0534455711036222,1.18845816773411,1.18633829888404,2.15762630503322,-2.72053422404346,3.31140352836377,-0.0193110285736134,1.83601225572501,1.83097838500448,3.71156356811678,-4.2757201701453,5.21265208144539,1.12972816046492,1.44183799608173,1.82854274624638,3.46140357493437,-3.35972655734965,3.94977354643685,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,1,10,attitude_run_centered,179,2.88382125844322,1.22176756898728,2.61955043894294,1.49271599262909,6.82370905801995,8.31642505064904,8.88178419700125e-16,-0.0439321638496158,1.19144825945703,1.18892747839997,2.16115165346791,-2.70909918616027,3.34170028646412,0.11477376170281,1.83472448837148,1.83318883372394,3.64525541718349,-4.14404426577342,5.33811172239802,1.21557103504204,1.4409308099187,1.88209861634941,3.54832436723959,-3.2741921658903,4.0426509503488,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,1,10,kalman,179,2.43720391410812,0.926552851522163,2.26053318394574,0.858500186663851,5.0814627322801,5.93996291894395,0,-0.699250540911849,1.14299834489562,1.33719780091485,2.51618802740125,-3.05290116798895,2.11917757987976,0.287925658830421,1.6836110971002,1.70341188705348,3.08998043664128,-3.79948291778565,4.43259368376301,0.535394884814383,0.984387491289287,1.11814708478685,1.91642755270005,-2.55332820205421,2.15684653418178,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,2,11,original_static,154,3.97871566666371,1.65467870415444,3.63012214480994,2.73796161398221,13.092216742173,15.8301783561552,1.77635683940025e-15,0.559858170459786,1.94361939696647,2.0165731564189,3.90316060241432,-4.39647244996917,8.54002371544848,-0.534852630967012,2.9661030841959,3.00444778328726,5.01333680720718,-5.30536001159034,9.68343645477006,1.46234507080213,0.776120428734322,1.6543592652342,2.73602296510042,-0.618505909258454,3.5021519514333,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,2,11,attitude_absolute,154,3.42682511224448,1.60847531965932,3.03575035612087,2.58719285395316,9.15593749595623,11.7431303499094,1.77635683940025e-15,0.49672330986726,1.84992732678779,1.90964470019899,3.55968650901689,-4.20750136515571,8.46935507056484,-0.671078806288506,2.07275443287982,2.17227060475712,4.80829582121234,-5.73809583943738,3.14071726799898,1.37481345757818,1.22361684005607,1.83783238860877,3.40141170899298,-1.88074778529805,4.44463377722627,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,2,11,attitude_run_centered,154,3.43836101296365,1.63535924675594,3.03442201405547,2.67439986595014,9.1479265895183,11.8223264554684,1.77635683940025e-15,0.509026708756421,1.84888041460859,1.91187600088675,3.58258539253001,-4.19059885053485,8.48280069344932,-0.537171486994716,2.0730852610014,2.13502428009721,4.68452225131612,-5.60495250974342,3.28161857700981,1.45833414184906,1.22134175089529,1.89966521684668,3.48487168294308,-1.78957519722103,4.52904987618474,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,2,11,kalman,154,2.92548354360134,1.14190988456194,2.70220480062416,1.30395818446026,7.25449577942198,8.55845396388224,0,-0.410909632850731,1.4204264732069,1.47423089088901,2.81672283194283,-3.45486291856093,2.91133522987366,0.322666920232907,2.14926182426971,2.16643594522696,4.15329439586304,-5.23817995244806,4.88270130157471,1.0153804787754,0.815458784651982,1.30063543679979,2.33743564562691,-1.15683174398248,2.96316266059875,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,3,12,original_static,170,3.53586417269576,2.04776881999106,2.89104546137588,4.19335714012758,8.30897830762592,12.5023354477535,0,1.40246937266529,1.64917380970331,2.16117929006123,4.18238017008125,-1.64134225818955,6.57171524624643,-0.0130781878816488,2.22477159757152,2.21825705347518,4.89073819030522,-5.92474721219256,5.34671543067067,1.49206761236384,0.829916226958951,1.70615801398099,2.69638922762414,-1.74341932075577,3.7276037695729,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,3,12,attitude_absolute,170,3.35805260211485,1.99649377006454,2.70807480230309,3.98598737390651,7.29052990466382,11.2765172785703,8.88178419700125e-16,1.35342177113336,1.63627360992284,2.1197623584646,4.02576411884944,-1.63848652343015,7.03651195164756,-0.398964682245123,1.43625461534433,1.48656175768897,2.82788195833145,-3.45569616446223,2.8372120294284,1.41246736799467,1.61041935167244,2.1385179360444,3.97497633055952,-5.05810717634675,8.40528663514066,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,3,12,attitude_run_centered,170,3.38389830416454,2.04142385112777,2.70674217027863,4.16741133995336,7.28335639297431,11.4507677329277,0,1.36557101091818,1.63934819708717,2.1298915686357,4.05072208401587,-1.63292918388083,7.05283702034664,-0.268875420015222,1.43304153983761,1.45389889573063,2.79126602470476,-3.3316403330985,2.96206435348466,1.4934299992316,1.60791250078218,2.19100607935612,4.02910245601867,-4.97354151830302,8.47605027986538,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,3,12,kalman,170,2.67015410493117,1.1327267907701,2.42512856178937,1.28306998252833,5.84665296155244,7.12972294408077,1.77635683940025e-15,-0.393189300275151,1.51366054955474,1.55957963079175,2.91010290384292,-7.79898285865783,6.98882937431335,0.40473598352682,1.79260581799193,1.83257858565383,3.28476673423761,-5.62393221855164,4.20896148897224,0.98217154322249,0.613713828449168,1.15719058357008,1.93071669340133,-1.29871189594269,2.43882715702057,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,4,13,original_static,95,3.54648097782428,1.03531796043171,3.40999186442736,1.07188327919248,11.505644046877,12.5775273260694,3.5527136788005e-15,0.69550211906427,2.11917757295654,2.21976665637591,5.02794037988862,-6.40501874811281,7.3587282530484,-0.422655588754215,2.43874946782862,2.46242389958696,4.72211833327701,-5.36288932100715,4.92682566642647,0.639939321236333,1.09070250889252,1.2596157573062,2.08583316839844,-2.47954264544961,3.36848186759289,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,4,13,attitude_absolute,95,3.42344595817504,0.996319239421315,3.29263583406435,0.992652026841067,10.727330201704,11.7199822285451,0,0.691156896484587,2.16283232770289,2.25971260861841,5.10650707957509,-6.43474114829291,7.47990256613616,-0.246601617744472,1.70611341345017,1.7149329711504,3.26294355783964,-4.64046610501458,3.18009721515226,0.67390044769882,1.80354763686835,1.91642533365046,4.08575848694306,-4.81222330805765,5.00995634518465,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,4,13,attitude_run_centered,95,3.43541888241034,1.03755912362637,3.29236629390886,1.07652893502032,10.7255739626012,11.8021028976215,0,0.695436010684983,2.16481131827434,2.26289829150572,5.11018565734117,-6.43952816349652,7.49093082244384,-0.115745417409583,1.70339564630538,1.69835538892924,3.26115390152661,-4.50704072326146,3.30509671498883,0.761249425885868,1.80325013286742,1.94858492060701,4.00068384870129,-4.72738534614062,5.08486185298915,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,4,13,kalman,95,3.12226815201774,1.12756972811371,2.92699971201333,1.27141349175843,8.47714492134584,9.74855841310426,1.77635683940025e-15,0.12290958571971,1.82275100651675,1.81729335632651,2.71240659054374,-2.27583933853042,8.12974373499552,0.174549753627952,2.08364051615367,2.07998192507094,3.97998345990976,-6.64341776085565,3.71333118677138,1.10717618697525,0.950446359249768,1.45591155690652,2.55248748114307,-0.967689752578743,3.39061081409454,compared
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,5,14,original_static,181,2.8885093981588,1.08252358220951,2.68541833274877,1.17185730603972,7.17162923721199,8.34348654325171,8.88178419700125e-16,0.399353899294987,1.04279416592653,1.11395483116602,2.00263491667405,-3.51677225902485,3.0102049981621,-0.263286685955456,2.40468028649913,2.41243854133976,4.53357015622363,-5.54050730602076,6.5089582380135,0.971109617991811,0.584435342099704,1.13257735348721,1.86812285787992,-0.882164351154341,2.37381396144819,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,5,14,attitude_absolute,181,2.22511161223915,1.05347437336542,1.96536359530732,1.10980825533765,3.84131343158383,4.95112168692149,1.33226762955019e-15,0.352541897728631,1.03361238807486,1.08937497997989,1.91143482332362,-3.48762313719637,3.0946410333028,-0.347464026665685,1.31682242335101,1.35837119975343,2.47516229641283,-2.65761269717431,4.00724706648775,0.929941512062355,1.02969811029129,1.38535609992367,2.6155195294004,-3.09864431938489,3.55804829454163,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,5,14,attitude_run_centered,181,2.24650629643744,1.09896567176486,1.96478831711234,1.20772554771759,3.83906499221548,5.04679053993308,1.33226762955019e-15,0.359292315274284,1.03513605319254,1.09301312444029,1.91847606422586,-3.48758909235999,3.10679550013044,-0.21577462542892,1.31552327157425,1.32951074944865,2.37387578977842,-2.52673428499772,4.13434595974971,1.01591135977675,1.0287298014487,1.44378461580488,2.70275497489582,-3.00543218563876,3.64660398937768,reference
QR_motioncap_brushless_Light_bot_NoWind_test2,bot,2,5,14,kalman,181,2.05744411976791,1.08319589984382,1.75407001900622,1.17331335743846,3.05976294852911,4.23307630596757,0,-0.220411656465608,1.10037767753349,1.11925093580629,2.01879143714905,-4.04675842914001,2.04006910324097,0.429474321840963,1.27456337836612,1.34163512001128,2.91931834220887,-2.4124303817749,3.60732175220143,0.969682353150653,0.491343864203502,1.08644781440097,1.7582631111145,-0.246907360445631,1.97532594203949,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,1,10,original_static,172,4.02416114650266,1.62177515555044,3.69364836818422,2.63015465516064,13.5637182778609,16.1938729330216,3.5527136788005e-15,0.886720851391491,1.56770407181157,1.7971313236668,3.24338482069716,-3.17755470892302,7.40679091398402,0.359103257887045,3.11702259013669,3.1286255120308,6.01908239995668,-5.72372626028372,9.09006322540755,1.30955169315423,1.21223445900243,1.78210390942482,2.94851632245314,-3.48695742798321,3.74307402364958,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,1,10,attitude_absolute,172,3.72794806940785,1.57154462313446,3.39037959593946,2.46975250250282,11.4278443056989,13.8975968082017,1.77635683940025e-15,0.840333167629791,1.5414573117773,1.75169517786682,3.10696431317167,-3.04543859632245,7.17024442156275,0.105939500680168,2.35547094795197,2.35100177274667,4.16407947172757,-4.37245075752115,5.65592441432563,1.32377093640846,1.8895342743346,2.30259668126701,4.04079173297346,-5.96701283038116,5.70377987298127,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,1,10,attitude_run_centered,172,3.72866190771159,1.57275734314004,3.39060352870686,2.47356566040092,11.4293539616185,13.9029196220194,3.5527136788005e-15,0.845859404577443,1.54190065156466,1.75474024390748,3.11894714333132,-3.0386620374552,7.17923146293508,0.183356310747605,2.35520955010772,2.35550026357402,4.15494712494369,-4.29398518221149,5.73370988280917,1.31319000582469,1.88990016790974,2.29682929420836,4.02978802142645,-5.98138062073784,5.69283833039942,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,1,10,kalman,172,3.16487247263431,0.591879227970492,3.11811218994763,0.350321020502946,9.66609674753548,10.0164177680384,0,-0.0253745686272259,1.51620386213463,1.51200280187976,3.02391692996025,-4.72511955830003,5.94355438555604,-0.122080613408939,2.5182818242625,2.51391655027169,4.87715553757374,-5.79340133666992,4.93453332717413,0.57859612477066,1.0401952370287,1.18764004370696,2.08387427031994,-2.59429812431336,2.43490131000227,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,2,11,original_static,136,4.23326979065657,2.02348423370771,3.73209058283282,4.09448844406366,13.8260846764219,17.9205731204855,0,1.2347992843209,1.87855450450009,2.24226403707911,4.00853187966504,-3.79340614298789,10.4067495148502,-0.2147542316788,3.1033747524837,3.09939325302852,5.36341326076193,-6.68168242848144,6.84571120512312,1.58859679953105,0.876697346715858,1.812894528534,2.8130389840411,-1.85921891948325,3.56955170656903,compared
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,2,11,attitude_absolute,136,3.56449712520427,2.17358140717538,2.83554289346014,4.72445613361851,7.98118362197101,12.7056397555895,8.88178419700125e-16,1.24738565362998,1.81046620553347,2.19309312815938,4.05230908242977,-3.60078799011534,9.82754424166284,0.64561991013794,1.78665047752982,1.89353466489498,3.73767721274841,-2.89192653713544,6.46121330028531,1.65881285754907,1.25315429633225,2.0761764760373,3.6236450102691,-3.04044403023084,4.6108611992098,compared
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,2,11,attitude_run_centered,136,3.5772198260455,2.19445042960343,2.83549055581781,4.81561268798669,7.98088899586634,12.796501683853,1.77635683940025e-15,1.25575898083072,1.81007023537574,2.19754272650278,4.05585729633495,-3.59329240928039,9.83263225820972,0.722456695041543,1.78704962002222,1.92145987785773,3.81787767528728,-2.81170481064903,6.54138744210917,1.64825313402988,1.25303874270401,2.06767975925449,3.61322876904988,-3.05065011649073,4.60004400511021,compared
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,2,11,kalman,136,2.45953575449517,1.1194149484172,2.19812508814424,1.25308982673989,4.79622630090024,6.04931612764012,8.88178419700125e-16,0.125371930035184,1.12732040034582,1.1301437568441,2.28199377655983,-2.57951858479767,3.23781073093414,0.477793847410978,1.71399339095587,1.77326225648498,3.25734033344983,-3.422429895401,6.63787236894042,1.00453210266041,0.789385377273258,1.27578688903446,2.16837286949157,-0.945153236389162,2.71890819072723,compared
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,3,12,original_static,169,4.6470603533895,2.60690110761506,3.85840993634284,6.79593338488464,14.7992365431599,21.5951699280445,1.77635683940025e-15,1.76852822446523,2.23610718312683,2.84574780661659,5.76625147329224,-3.54891382833824,9.37224430503218,1.01922792449029,2.98435770976064,3.14523702823224,5.72309781538778,-6.25505624919416,10.7523704445645,1.62154732958792,0.990333763248544,1.89851873454497,2.99081782074505,-1.9215785504183,3.63665359988791,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,3,12,attitude_absolute,169,3.9655523318474,2.4182045279771,3.15225143899075,5.84771313912897,9.87789215749135,15.7256052966203,3.5527136788005e-15,1.64984264355343,2.03915542407225,2.61830691964882,5.00204311787861,-3.52346116818125,8.38035498930808,0.551860879779222,1.80266766428465,1.88014166295021,3.85561058589631,-4.05183514813939,5.96526688865495,1.67963744897847,1.59025896735046,2.30979252279901,3.80919561072668,-3.47413501026658,6.21999612204522,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,3,12,attitude_run_centered,169,3.97598565953544,2.43486708806957,3.15256927964464,5.92857773656441,9.87988422826704,15.8084619648314,3.5527136788005e-15,1.65816835267957,2.04115204018636,2.62510404831751,5.01037117058001,-3.5191561247919,8.39899511784976,0.627844705155749,1.80036580988972,1.90166417445011,3.90746929574432,-3.97275866770966,6.0293476154168,1.66879192140429,1.59093505913419,2.30238225930263,3.7961573741204,-3.49020835447721,6.21297446082801,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,3,12,kalman,169,3.07048768034195,1.04383096185319,2.89619480091798,1.08958307692335,8.33831151820836,9.42789459513171,0,0.153223306074422,1.56059186761316,1.56349398141636,3.03825538806847,-4.39474046230316,3.47937652907846,0.0878115960618087,2.33463201737843,2.32937030424393,5.04484508580729,-7.96573060573623,9.2336353302002,1.0287831739468,0.708513014019905,1.24796440290301,2.08310371637344,-1.16473972797395,3.65501344203948,reference
QR_motioncap_brushless_Light_bot_NoWind_test3,bot,3,4,13,original_static,123,4.38917564088758,2.33816194416951,3.72973977041954,5.46700127716252,13.7978615293984,19.2648628065609,3.5527136788005e-15,0.783473831557241,1.80927986689236,1.96486923536214,3.99649062958649,-4.44416335208611,5.1107100811659,2.12318778114192,3.10993372541465,3.75512749750564,6.99445231400622,-4.97467079276404,7.81514100920029,0.587574402469339,0.982739712149511,1.14156435296715,2.47332943868342,-1.38418764161494,3.1530971465881,compared
